conditionId,city,entryTs,side,reason,cushion,ourBid,entryPrice,entryFill,exitPrice,exitFill,pnl,status,score,title
0x9c614b4b815372c8e9687911e2f420b08c17922af1fe2f62247e96c1306eab77,Sao Paulo,1771107420,YES,forecast-in-range,0.10,0.6700,0.0300,6.16,1.0000,6.16,5.9752,settle-win,1,Will the highest temperature in Sao Paulo be 34°C on February 16?
0x9c614b4b815372c8e9687911e2f420b08c17922af1fe2f62247e96c1306eab77,Sao Paulo,1771107480,YES,forecast-in-range,0.10,0.6700,0.0300,6.16,1.0000,6.16,5.9752,settle-win,1,Will the highest temperature in Sao Paulo be 34°C on February 16?
0x9c614b4b815372c8e9687911e2f420b08c17922af1fe2f62247e96c1306eab77,Sao Paulo,1771107510,YES,forecast-in-range,0.10,0.6700,0.0300,6.16,1.0000,6.16,5.9752,settle-win,1,Will the highest temperature in Sao Paulo be 34°C on February 16?
0x9c614b4b815372c8e9687911e2f420b08c17922af1fe2f62247e96c1306eab77,Sao Paulo,1771107570,YES,forecast-in-range,0.10,0.6700,0.0300,6.16,1.0000,6.16,5.9752,settle-win,1,Will the highest temperature in Sao Paulo be 34°C on February 16?
0x9c614b4b815372c8e9687911e2f420b08c17922af1fe2f62247e96c1306eab77,Sao Paulo,1771107720,YES,forecast-in-range,0.10,0.6600,0.0300,6.16,1.0000,6.16,5.9752,settle-win,1,Will the highest temperature in Sao Paulo be 34°C on February 16?
0x9c614b4b815372c8e9687911e2f420b08c17922af1fe2f62247e96c1306eab77,Sao Paulo,1771107750,YES,forecast-in-range,0.10,0.6600,0.0300,6.16,1.0000,6.16,5.9752,settle-win,1,Will the highest temperature in Sao Paulo be 34°C on February 16?
0x9c614b4b815372c8e9687911e2f420b08c17922af1fe2f62247e96c1306eab77,Sao Paulo,1771107810,YES,forecast-in-range,0.10,0.6600,0.0300,4.66,1.0000,4.66,4.5202,settle-win,1,Will the highest temperature in Sao Paulo be 34°C on February 16?
0x9c614b4b815372c8e9687911e2f420b08c17922af1fe2f62247e96c1306eab77,Sao Paulo,1771107840,YES,forecast-in-range,0.10,0.6600,0.0300,4.66,1.0000,4.66,4.5202,settle-win,1,Will the highest temperature in Sao Paulo be 34°C on February 16?
0x9c614b4b815372c8e9687911e2f420b08c17922af1fe2f62247e96c1306eab77,Sao Paulo,1771107900,YES,forecast-in-range,0.10,0.6600,0.0300,4.66,1.0000,4.66,4.5202,settle-win,1,Will the highest temperature in Sao Paulo be 34°C on February 16?
0x9c614b4b815372c8e9687911e2f420b08c17922af1fe2f62247e96c1306eab77,Sao Paulo,1771107930,YES,forecast-in-range,0.10,0.6600,0.0300,4.66,1.0000,4.66,4.5202,settle-win,1,Will the highest temperature in Sao Paulo be 34°C on February 16?
0xc949eac2de9a933a7ee9836d7f9dd0e4bd20769f15bd3a9ccce5c056e784b6c0,Paris,1772802180,NO,observed-above,0.60,0.9300,0.3909,43.01,0.9990,43.01,26.1569,filled-999,1,Will the highest temperature in Paris be 16°C on March 6?
0xc949eac2de9a933a7ee9836d7f9dd0e4bd20769f15bd3a9ccce5c056e784b6c0,Paris,1772802210,NO,observed-above,0.60,0.9273,0.3909,43.13,0.9990,43.13,26.2317,filled-999,1,Will the highest temperature in Paris be 16°C on March 6?
0xc949eac2de9a933a7ee9836d7f9dd0e4bd20769f15bd3a9ccce5c056e784b6c0,Paris,1772802240,NO,observed-above,0.60,0.9180,0.3909,43.57,0.9990,43.57,26.4988,filled-999,1,Will the highest temperature in Paris be 16°C on March 6?
0xc949eac2de9a933a7ee9836d7f9dd0e4bd20769f15bd3a9ccce5c056e784b6c0,Paris,1772802330,NO,observed-above,0.60,0.8950,0.3909,44.69,0.9990,44.69,27.1812,filled-999,1,Will the highest temperature in Paris be 16°C on March 6?
0xc949eac2de9a933a7ee9836d7f9dd0e4bd20769f15bd3a9ccce5c056e784b6c0,Paris,1772802390,NO,observed-above,0.60,0.8490,0.3909,47.11,0.9990,47.11,28.6525,filled-999,1,Will the highest temperature in Paris be 16°C on March 6?
0x25246c4516c52e7765a714bcbf4e4038e573561c648019d1a1332b478580a7e0,Seoul,1772856180,YES,forecast-in-range,0.40,0.5500,0.5236,72.73,0.0000,72.73,-38.0777,settle-lose,1,Will the highest temperature in Seoul be 4°C on March 7?
0x25246c4516c52e7765a714bcbf4e4038e573561c648019d1a1332b478580a7e0,Seoul,1772856450,YES,forecast-in-range,0.40,0.6700,0.5121,59.70,0.0000,59.70,-30.5758,settle-lose,1,Will the highest temperature in Seoul be 4°C on March 7?
0x5ca6e479f61a279cb3bb7f57eda8ab64699b6709c5e163cd06f586a01ede7af1,Seoul,1773198060,NO,observed-above,1.00,0.9741,0.9620,41.06,0.9990,41.06,1.5210,filled-999,1,Will the highest temperature in Seoul be 5°C on March 11?
0x5ca6e479f61a279cb3bb7f57eda8ab64699b6709c5e163cd06f586a01ede7af1,Seoul,1773198240,NO,observed-above,1.00,0.9546,0.9521,41.90,0.9990,41.90,1.9650,filled-999,1,Will the highest temperature in Seoul be 5°C on March 11?
0x5ca6e479f61a279cb3bb7f57eda8ab64699b6709c5e163cd06f586a01ede7af1,Seoul,1773198420,NO,observed-above,1.00,0.9591,0.9498,41.71,0.9990,41.71,2.0511,filled-999,1,Will the highest temperature in Seoul be 5°C on March 11?
0x5ca6e479f61a279cb3bb7f57eda8ab64699b6709c5e163cd06f586a01ede7af1,Seoul,1773198450,NO,observed-above,1.00,0.9600,0.9453,41.67,0.9990,41.67,2.2367,filled-999,1,Will the highest temperature in Seoul be 5°C on March 11?
0x5ca6e479f61a279cb3bb7f57eda8ab64699b6709c5e163cd06f586a01ede7af1,Seoul,1773198480,NO,observed-above,1.00,0.9600,0.9453,41.67,0.9990,41.67,2.2367,filled-999,1,Will the highest temperature in Seoul be 5°C on March 11?
0x5ca6e479f61a279cb3bb7f57eda8ab64699b6709c5e163cd06f586a01ede7af1,Seoul,1773198510,NO,observed-above,1.00,0.9630,0.9422,41.54,0.9990,41.54,2.3576,filled-999,1,Will the highest temperature in Seoul be 5°C on March 11?
0x5ca6e479f61a279cb3bb7f57eda8ab64699b6709c5e163cd06f586a01ede7af1,Seoul,1773198540,NO,observed-above,1.00,0.9620,0.9453,41.58,0.9990,41.58,2.2329,filled-999,1,Will the highest temperature in Seoul be 5°C on March 11?
0x5ca6e479f61a279cb3bb7f57eda8ab64699b6709c5e163cd06f586a01ede7af1,Seoul,1773198570,NO,observed-above,1.00,0.9640,0.9499,41.49,0.9990,41.49,2.0385,filled-999,1,Will the highest temperature in Seoul be 5°C on March 11?
0x5ca6e479f61a279cb3bb7f57eda8ab64699b6709c5e163cd06f586a01ede7af1,Seoul,1773198600,NO,observed-above,1.00,0.9600,0.9498,41.67,0.9990,41.67,2.0487,filled-999,1,Will the highest temperature in Seoul be 5°C on March 11?
0x5ca6e479f61a279cb3bb7f57eda8ab64699b6709c5e163cd06f586a01ede7af1,Seoul,1773198660,NO,observed-above,1.00,0.9520,0.9135,42.02,0.9990,42.02,3.5940,filled-999,1,Will the highest temperature in Seoul be 5°C on March 11?
0x5ca6e479f61a279cb3bb7f57eda8ab64699b6709c5e163cd06f586a01ede7af1,Seoul,1773198810,NO,observed-above,1.00,0.9620,0.9400,41.58,0.9990,41.58,2.4532,filled-999,1,Will the highest temperature in Seoul be 5°C on March 11?
0x5ca6e479f61a279cb3bb7f57eda8ab64699b6709c5e163cd06f586a01ede7af1,Seoul,1773198900,NO,observed-above,1.00,0.9600,0.9400,41.67,0.9990,41.67,2.4583,filled-999,1,Will the highest temperature in Seoul be 5°C on March 11?
0x5ca6e479f61a279cb3bb7f57eda8ab64699b6709c5e163cd06f586a01ede7af1,Seoul,1773198930,NO,observed-above,1.00,0.9410,0.9066,42.51,0.9990,42.51,3.9265,filled-999,1,Will the highest temperature in Seoul be 5°C on March 11?
0x5ca6e479f61a279cb3bb7f57eda8ab64699b6709c5e163cd06f586a01ede7af1,Seoul,1773198960,NO,observed-above,1.00,0.9580,0.9400,41.75,0.9990,41.75,2.4635,filled-999,1,Will the highest temperature in Seoul be 5°C on March 11?
0x5ca6e479f61a279cb3bb7f57eda8ab64699b6709c5e163cd06f586a01ede7af1,Seoul,1773199020,NO,observed-above,1.00,0.9580,0.9065,41.75,0.9990,41.75,3.8640,filled-999,1,Will the highest temperature in Seoul be 5°C on March 11?
0x5ca6e479f61a279cb3bb7f57eda8ab64699b6709c5e163cd06f586a01ede7af1,Seoul,1773199050,NO,observed-above,1.00,0.9545,0.9065,41.91,0.9990,41.91,3.8747,filled-999,1,Will the highest temperature in Seoul be 5°C on March 11?
0x5ca6e479f61a279cb3bb7f57eda8ab64699b6709c5e163cd06f586a01ede7af1,Seoul,1773199140,NO,observed-above,1.00,0.9552,0.9064,41.88,0.9990,41.88,3.8757,filled-999,1,Will the highest temperature in Seoul be 5°C on March 11?
0x5ca6e479f61a279cb3bb7f57eda8ab64699b6709c5e163cd06f586a01ede7af1,Seoul,1773203760,NO,observed-above,2.00,0.9808,0.9800,40.78,0.9990,40.78,0.7749,filled-999,1,Will the highest temperature in Seoul be 5°C on March 11?
0x71b79642318e97ad0efb59a17b2be8df68b683e5b04fc4e17dd8fe167464da5f,Tokyo,1773295530,YES,forecast-in-range,0.30,0.5600,0.2400,3.36,1.0000,3.36,2.5536,settle-win,1,Will the highest temperature in Tokyo be 11°C on March 12?
0x71b79642318e97ad0efb59a17b2be8df68b683e5b04fc4e17dd8fe167464da5f,Tokyo,1773295800,YES,forecast-in-range,0.30,0.6200,0.3204,43.47,1.0000,43.47,29.5421,settle-win,1,Will the highest temperature in Tokyo be 11°C on March 12?
0x71b79642318e97ad0efb59a17b2be8df68b683e5b04fc4e17dd8fe167464da5f,Tokyo,1773295830,YES,forecast-in-range,0.30,0.6591,0.4273,60.69,1.0000,60.69,34.7586,settle-win,1,Will the highest temperature in Tokyo be 11°C on March 12?
0x71b79642318e97ad0efb59a17b2be8df68b683e5b04fc4e17dd8fe167464da5f,Tokyo,1773295890,YES,forecast-in-range,0.30,0.6200,0.3204,43.47,1.0000,43.47,29.5421,settle-win,1,Will the highest temperature in Tokyo be 11°C on March 12?
0x71b79642318e97ad0efb59a17b2be8df68b683e5b04fc4e17dd8fe167464da5f,Tokyo,1773295920,YES,forecast-in-range,0.30,0.6800,0.4319,58.82,1.0000,58.82,33.4182,settle-win,1,Will the highest temperature in Tokyo be 11°C on March 12?
0x71b79642318e97ad0efb59a17b2be8df68b683e5b04fc4e17dd8fe167464da5f,Tokyo,1773295980,YES,forecast-in-range,0.30,0.6200,0.3235,40.29,1.0000,40.29,27.2558,settle-win,1,Will the highest temperature in Tokyo be 11°C on March 12?
0x71b79642318e97ad0efb59a17b2be8df68b683e5b04fc4e17dd8fe167464da5f,Tokyo,1773296010,YES,forecast-in-range,0.30,0.6155,0.3235,40.29,1.0000,40.29,27.2558,settle-win,1,Will the highest temperature in Tokyo be 11°C on March 12?
0x71b79642318e97ad0efb59a17b2be8df68b683e5b04fc4e17dd8fe167464da5f,Tokyo,1773296070,YES,forecast-in-range,0.30,0.6100,0.3235,40.29,1.0000,40.29,27.2558,settle-win,1,Will the highest temperature in Tokyo be 11°C on March 12?
0x71b79642318e97ad0efb59a17b2be8df68b683e5b04fc4e17dd8fe167464da5f,Tokyo,1773296310,YES,forecast-in-range,0.30,0.6200,0.3421,28.00,1.0000,28.00,18.4198,settle-win,1,Will the highest temperature in Tokyo be 11°C on March 12?
0x71b79642318e97ad0efb59a17b2be8df68b683e5b04fc4e17dd8fe167464da5f,Tokyo,1773296370,YES,forecast-in-range,0.30,0.6188,0.3421,28.00,1.0000,28.00,18.4198,settle-win,1,Will the highest temperature in Tokyo be 11°C on March 12?
0x1a59dd5e02867aad791ba4aeaff316d07e1d2568ea92110b583c75d28d2609e3,Wellington,1773415440,YES,forecast-in-range,0.40,0.5100,0.5013,78.43,0.4410,78.43,-4.7318,maxhold-taker,1,Will the highest temperature in Wellington be 17°C on March 14?
0x1a59dd5e02867aad791ba4aeaff316d07e1d2568ea92110b583c75d28d2609e3,Wellington,1773415650,YES,forecast-in-range,0.40,0.5150,0.5013,77.67,0.4410,77.67,-4.6859,maxhold-taker,1,Will the highest temperature in Wellington be 17°C on March 14?
0x35b26c1aec72b34f8f99d9b5ffd4a19a62a5bf571db2c2917b5a6861ed383749,London,1773762060,NO,forecast-below,2.40,0.9700,0.9442,41.24,0.9990,41.24,2.2596,filled-999,1,Will the highest temperature in London be 16°C on March 17?
0x35b26c1aec72b34f8f99d9b5ffd4a19a62a5bf571db2c2917b5a6861ed383749,London,1773762090,NO,forecast-below,2.40,0.9800,0.9715,40.82,0.9990,40.82,1.1220,filled-999,1,Will the highest temperature in London be 16°C on March 17?
0x35b26c1aec72b34f8f99d9b5ffd4a19a62a5bf571db2c2917b5a6861ed383749,London,1773762150,NO,forecast-below,2.40,0.9700,0.9443,41.24,0.9990,41.24,2.2570,filled-999,1,Will the highest temperature in London be 16°C on March 17?
0x35b26c1aec72b34f8f99d9b5ffd4a19a62a5bf571db2c2917b5a6861ed383749,London,1773762510,NO,forecast-below,2.40,0.9900,0.9800,40.40,0.9990,40.40,0.7677,filled-999,1,Will the highest temperature in London be 16°C on March 17?
0x35b26c1aec72b34f8f99d9b5ffd4a19a62a5bf571db2c2917b5a6861ed383749,London,1773762540,NO,forecast-below,2.40,0.9900,0.9800,40.40,0.9990,40.40,0.7677,filled-999,1,Will the highest temperature in London be 16°C on March 17?
0x35b26c1aec72b34f8f99d9b5ffd4a19a62a5bf571db2c2917b5a6861ed383749,London,1773762690,NO,forecast-below,2.40,0.9790,0.9715,40.86,0.9990,40.86,1.1231,filled-999,1,Will the highest temperature in London be 16°C on March 17?
0x35b26c1aec72b34f8f99d9b5ffd4a19a62a5bf571db2c2917b5a6861ed383749,London,1773762720,NO,forecast-below,2.40,0.9699,0.9459,40.74,0.9990,40.74,2.1637,filled-999,1,Will the highest temperature in London be 16°C on March 17?
0x35b26c1aec72b34f8f99d9b5ffd4a19a62a5bf571db2c2917b5a6861ed383749,London,1773762870,NO,forecast-below,2.40,0.9740,0.9375,41.07,0.9990,41.07,2.5267,filled-999,1,Will the highest temperature in London be 16°C on March 17?
0x35b26c1aec72b34f8f99d9b5ffd4a19a62a5bf571db2c2917b5a6861ed383749,London,1773762960,NO,forecast-below,2.40,0.9746,0.9375,41.04,0.9990,41.04,2.5253,filled-999,1,Will the highest temperature in London be 16°C on March 17?
0x35b26c1aec72b34f8f99d9b5ffd4a19a62a5bf571db2c2917b5a6861ed383749,London,1773762990,NO,forecast-below,2.40,0.9800,0.9715,40.82,0.9990,40.82,1.1220,filled-999,1,Will the highest temperature in London be 16°C on March 17?
0x35b26c1aec72b34f8f99d9b5ffd4a19a62a5bf571db2c2917b5a6861ed383749,London,1773763020,NO,forecast-below,2.40,0.9780,0.9374,40.90,0.9990,40.90,2.5174,filled-999,1,Will the highest temperature in London be 16°C on March 17?
0x35b26c1aec72b34f8f99d9b5ffd4a19a62a5bf571db2c2917b5a6861ed383749,London,1773763170,NO,forecast-below,2.40,0.9880,0.9463,40.49,0.9990,40.49,2.1331,filled-999,1,Will the highest temperature in London be 16°C on March 17?
0x35b26c1aec72b34f8f99d9b5ffd4a19a62a5bf571db2c2917b5a6861ed383749,London,1773763200,NO,forecast-below,2.40,0.9720,0.9375,41.15,0.9990,41.15,2.5313,filled-999,1,Will the highest temperature in London be 16°C on March 17?
0x35b26c1aec72b34f8f99d9b5ffd4a19a62a5bf571db2c2917b5a6861ed383749,London,1773763260,NO,forecast-below,2.40,0.9880,0.9407,40.49,0.9990,40.49,2.3594,filled-999,1,Will the highest temperature in London be 16°C on March 17?
0x35b26c1aec72b34f8f99d9b5ffd4a19a62a5bf571db2c2917b5a6861ed383749,London,1773763500,NO,forecast-below,2.40,0.9715,0.9320,41.17,0.9990,41.17,2.7572,filled-999,1,Will the highest temperature in London be 16°C on March 17?
0x32d0d8bee836fa3cb2b2536729d4cfc93ccdafe07e4d2ac9b766efa20dd79c09,Tokyo,1773898890,NO,observed-above,1.50,0.9890,0.1388,40.45,1.0000,40.45,34.8312,settle-win,1,Will the highest temperature in Tokyo be 18°C on March 19?
0x32d0d8bee836fa3cb2b2536729d4cfc93ccdafe07e4d2ac9b766efa20dd79c09,Tokyo,1773901350,NO,observed-above,1.50,0.9820,0.1388,40.73,1.0000,40.73,35.0780,settle-win,1,Will the highest temperature in Tokyo be 18°C on March 19?
0x32d0d8bee836fa3cb2b2536729d4cfc93ccdafe07e4d2ac9b766efa20dd79c09,Tokyo,1773902490,NO,observed-above,1.50,0.9789,0.1388,40.86,1.0000,40.86,35.1903,settle-win,1,Will the highest temperature in Tokyo be 18°C on March 19?
0x32d0d8bee836fa3cb2b2536729d4cfc93ccdafe07e4d2ac9b766efa20dd79c09,Tokyo,1773902580,NO,observed-above,1.50,0.9900,0.1388,40.40,1.0000,40.40,34.7945,settle-win,1,Will the highest temperature in Tokyo be 18°C on March 19?
0x32d0d8bee836fa3cb2b2536729d4cfc93ccdafe07e4d2ac9b766efa20dd79c09,Tokyo,1773902610,NO,observed-above,1.50,0.9900,0.1388,40.40,1.0000,40.40,34.7945,settle-win,1,Will the highest temperature in Tokyo be 18°C on March 19?
0x32d0d8bee836fa3cb2b2536729d4cfc93ccdafe07e4d2ac9b766efa20dd79c09,Tokyo,1773903300,NO,observed-above,1.50,0.9761,0.1388,40.98,1.0000,40.98,35.2907,settle-win,1,Will the highest temperature in Tokyo be 18°C on March 19?
0x32d0d8bee836fa3cb2b2536729d4cfc93ccdafe07e4d2ac9b766efa20dd79c09,Tokyo,1773903360,NO,observed-above,1.50,0.9750,0.1388,41.03,1.0000,41.03,35.3298,settle-win,1,Will the highest temperature in Tokyo be 18°C on March 19?
0x32d0d8bee836fa3cb2b2536729d4cfc93ccdafe07e4d2ac9b766efa20dd79c09,Tokyo,1773903390,NO,observed-above,1.50,0.9760,0.1388,40.98,1.0000,40.98,35.2936,settle-win,1,Will the highest temperature in Tokyo be 18°C on March 19?
0x32d0d8bee836fa3cb2b2536729d4cfc93ccdafe07e4d2ac9b766efa20dd79c09,Tokyo,1773903420,NO,observed-above,1.50,0.9760,0.1388,40.98,1.0000,40.98,35.2936,settle-win,1,Will the highest temperature in Tokyo be 18°C on March 19?
0x32d0d8bee836fa3cb2b2536729d4cfc93ccdafe07e4d2ac9b766efa20dd79c09,Tokyo,1773903510,NO,observed-above,1.50,0.9770,0.1388,40.94,1.0000,40.94,35.2575,settle-win,1,Will the highest temperature in Tokyo be 18°C on March 19?
0x32d0d8bee836fa3cb2b2536729d4cfc93ccdafe07e4d2ac9b766efa20dd79c09,Tokyo,1773903570,NO,observed-above,1.50,0.9900,0.1388,40.40,1.0000,40.40,34.7945,settle-win,1,Will the highest temperature in Tokyo be 18°C on March 19?
0x32d0d8bee836fa3cb2b2536729d4cfc93ccdafe07e4d2ac9b766efa20dd79c09,Tokyo,1773903600,NO,observed-above,1.50,0.9900,0.1388,40.40,1.0000,40.40,34.7945,settle-win,1,Will the highest temperature in Tokyo be 18°C on March 19?
0x32d0d8bee836fa3cb2b2536729d4cfc93ccdafe07e4d2ac9b766efa20dd79c09,Tokyo,1773903630,NO,observed-above,1.50,0.9900,0.1388,40.40,1.0000,40.40,34.7945,settle-win,1,Will the highest temperature in Tokyo be 18°C on March 19?
0x32d0d8bee836fa3cb2b2536729d4cfc93ccdafe07e4d2ac9b766efa20dd79c09,Tokyo,1773905130,NO,observed-above,1.50,0.9890,0.1388,40.44,1.0000,40.44,34.8297,settle-win,1,Will the highest temperature in Tokyo be 18°C on March 19?
0x32d0d8bee836fa3cb2b2536729d4cfc93ccdafe07e4d2ac9b766efa20dd79c09,Tokyo,1773905190,NO,observed-above,1.50,0.9890,0.1388,40.44,1.0000,40.44,34.8297,settle-win,1,Will the highest temperature in Tokyo be 18°C on March 19?
0x32d0d8bee836fa3cb2b2536729d4cfc93ccdafe07e4d2ac9b766efa20dd79c09,Tokyo,1773905250,NO,observed-above,1.50,0.9890,0.1388,40.44,1.0000,40.44,34.8297,settle-win,1,Will the highest temperature in Tokyo be 18°C on March 19?
0x32d0d8bee836fa3cb2b2536729d4cfc93ccdafe07e4d2ac9b766efa20dd79c09,Tokyo,1773905280,NO,observed-above,1.50,0.9890,0.1388,40.44,1.0000,40.44,34.8297,settle-win,1,Will the highest temperature in Tokyo be 18°C on March 19?
0x32d0d8bee836fa3cb2b2536729d4cfc93ccdafe07e4d2ac9b766efa20dd79c09,Tokyo,1773905370,NO,observed-above,1.50,0.9790,0.1388,40.86,1.0000,40.86,35.1855,settle-win,1,Will the highest temperature in Tokyo be 18°C on March 19?
0x32d0d8bee836fa3cb2b2536729d4cfc93ccdafe07e4d2ac9b766efa20dd79c09,Tokyo,1773905430,NO,observed-above,1.50,0.9790,0.1388,40.86,1.0000,40.86,35.1855,settle-win,1,Will the highest temperature in Tokyo be 18°C on March 19?
0x32d0d8bee836fa3cb2b2536729d4cfc93ccdafe07e4d2ac9b766efa20dd79c09,Tokyo,1773905460,NO,observed-above,1.50,0.9800,0.1388,40.82,1.0000,40.82,35.1496,settle-win,1,Will the highest temperature in Tokyo be 18°C on March 19?
0x32d0d8bee836fa3cb2b2536729d4cfc93ccdafe07e4d2ac9b766efa20dd79c09,Tokyo,1773905490,NO,observed-above,1.50,0.9703,0.1388,41.22,1.0000,41.22,35.5011,settle-win,1,Will the highest temperature in Tokyo be 18°C on March 19?
0x32d0d8bee836fa3cb2b2536729d4cfc93ccdafe07e4d2ac9b766efa20dd79c09,Tokyo,1773905550,NO,observed-above,1.50,0.7000,0.1388,57.14,1.0000,57.14,49.2094,settle-win,1,Will the highest temperature in Tokyo be 18°C on March 19?
0x32d0d8bee836fa3cb2b2536729d4cfc93ccdafe07e4d2ac9b766efa20dd79c09,Tokyo,1773905580,NO,observed-above,1.50,0.7000,0.1388,57.14,1.0000,57.14,49.2094,settle-win,1,Will the highest temperature in Tokyo be 18°C on March 19?
0x9da43fc13052a599af24f739f920b793eedc6614b68486b09e55375b27872724,London,1774011720,YES,forecast-in-range,0.40,0.3854,0.3496,103.78,0.0000,103.78,-36.2764,settle-lose,1,Will the highest temperature in London be 13°C on March 20?
0x9da43fc13052a599af24f739f920b793eedc6614b68486b09e55375b27872724,London,1774011780,YES,forecast-in-range,0.40,0.3900,0.3632,102.56,0.0000,102.56,-37.2557,settle-lose,1,Will the highest temperature in London be 13°C on March 20?
0xbbcf412469cd886c1014d5c23ca38a78e5edba7c9c779c50ee0f21a9a06c4519,London,1774011810,NO,forecast-below,2.10,0.9700,0.8751,41.24,1.0000,41.24,5.1505,settle-win,1,Will the highest temperature in London be 15°C on March 20?
0xbbcf412469cd886c1014d5c23ca38a78e5edba7c9c779c50ee0f21a9a06c4519,London,1774011960,NO,forecast-below,2.10,0.9410,0.8758,42.51,1.0000,42.51,5.2774,settle-win,1,Will the highest temperature in London be 15°C on March 20?
0xbbcf412469cd886c1014d5c23ca38a78e5edba7c9c779c50ee0f21a9a06c4519,London,1774011990,NO,forecast-below,2.10,0.9600,0.9241,41.67,1.0000,41.67,3.1636,settle-win,1,Will the highest temperature in London be 15°C on March 20?
0xbbcf412469cd886c1014d5c23ca38a78e5edba7c9c779c50ee0f21a9a06c4519,London,1774012020,NO,forecast-below,2.10,0.9100,0.8866,10.13,1.0000,10.13,1.1487,settle-win,1,Will the highest temperature in London be 15°C on March 20?
0xbbcf412469cd886c1014d5c23ca38a78e5edba7c9c779c50ee0f21a9a06c4519,London,1774012410,NO,forecast-below,2.10,0.9400,0.9106,42.55,1.0000,42.55,3.8063,settle-win,1,Will the highest temperature in London be 15°C on March 20?
0xbbcf412469cd886c1014d5c23ca38a78e5edba7c9c779c50ee0f21a9a06c4519,London,1774014960,NO,forecast-below,2.10,0.9567,0.9500,41.81,1.0000,41.81,2.0904,settle-win,1,Will the highest temperature in London be 15°C on March 20?
0xbbcf412469cd886c1014d5c23ca38a78e5edba7c9c779c50ee0f21a9a06c4519,London,1774015080,NO,forecast-below,2.10,0.9500,0.9256,42.11,1.0000,42.11,3.1327,settle-win,1,Will the highest temperature in London be 15°C on March 20?
0xbbcf412469cd886c1014d5c23ca38a78e5edba7c9c779c50ee0f21a9a06c4519,London,1774015110,NO,forecast-below,2.10,0.9500,0.9250,23.16,1.0000,23.16,1.7370,settle-win,1,Will the highest temperature in London be 15°C on March 20?
0xa64bdd848904b99232fdc00a9e28ffcd8c2fc0fea40505da0861ba0f624a3d8e,Hong Kong,1774070640,NO,observed-above,3.40,0.9850,0.8544,40.61,0.9990,40.61,5.8725,filled-999,1,Will the highest temperature in Hong Kong be 21°C on March 21?
0xa64bdd848904b99232fdc00a9e28ffcd8c2fc0fea40505da0861ba0f624a3d8e,Hong Kong,1774070670,NO,observed-above,3.40,0.9850,0.8544,40.61,0.9990,40.61,5.8725,filled-999,1,Will the highest temperature in Hong Kong be 21°C on March 21?
0xa64bdd848904b99232fdc00a9e28ffcd8c2fc0fea40505da0861ba0f624a3d8e,Hong Kong,1774070730,NO,observed-above,3.40,0.9860,0.8544,40.57,0.9990,40.57,5.8663,filled-999,1,Will the highest temperature in Hong Kong be 21°C on March 21?
0x86415a83739be30416482caef3635c6de943f64cf80d8f38c510c7f1c16016dd,London,1774085520,YES,forecast-in-range,0.10,0.3000,0.2662,133.33,0.0000,133.33,-35.4901,settle-lose,1,Will the highest temperature in London be 12°C on March 21?
0x86415a83739be30416482caef3635c6de943f64cf80d8f38c510c7f1c16016dd,London,1774085940,YES,forecast-in-range,0.10,0.3000,0.2662,133.33,0.0000,133.33,-35.4901,settle-lose,1,Will the highest temperature in London be 12°C on March 21?
0x58623aabeb345e4e988c5da194fb0e02e1b1609709fd444556150e4d708cd927,London,1774179690,NO,observed-above,2.00,0.9899,0.9454,40.41,1.0000,40.41,2.2062,settle-win,1,Will the highest temperature in London be 12°C on March 22?
0xadfe1081ee9ca7152581929a982be3d1f5ec674465868f9501334d719a9948ca,Wellington,1774225860,NO,observed-above,2.00,0.9743,0.9669,41.05,0.0696,41.05,-36.8389,maxhold-taker,1,Will the highest temperature in Wellington be 18°C on March 23?
0xadfe1081ee9ca7152581929a982be3d1f5ec674465868f9501334d719a9948ca,Wellington,1774225950,NO,observed-above,2.00,0.9790,0.9669,40.86,0.0696,40.86,-36.6623,maxhold-taker,1,Will the highest temperature in Wellington be 18°C on March 23?
0xc8e93f79a95df3b33f059ab07e9616f419753b5bc2a2b40808e9457b97320c32,Wellington,1774235550,NO,observed-above,1.00,0.9800,0.8540,40.82,1.0000,40.82,5.9611,settle-win,1,Will the highest temperature in Wellington be 19°C on March 23?
0xc8e93f79a95df3b33f059ab07e9616f419753b5bc2a2b40808e9457b97320c32,Wellington,1774235880,NO,observed-above,1.00,0.9760,0.9680,3.43,1.0000,3.43,0.1098,settle-win,1,Will the highest temperature in Wellington be 19°C on March 23?
0xc8e93f79a95df3b33f059ab07e9616f419753b5bc2a2b40808e9457b97320c32,Wellington,1774236060,NO,observed-above,1.00,0.9690,0.9362,35.79,1.0000,35.79,2.2845,settle-win,1,Will the highest temperature in Wellington be 19°C on March 23?
0xc8e93f79a95df3b33f059ab07e9616f419753b5bc2a2b40808e9457b97320c32,Wellington,1774236120,NO,observed-above,1.00,0.9690,0.9362,35.79,1.0000,35.79,2.2845,settle-win,1,Will the highest temperature in Wellington be 19°C on March 23?
0xc8e93f79a95df3b33f059ab07e9616f419753b5bc2a2b40808e9457b97320c32,Wellington,1774241010,NO,observed-above,1.00,0.9680,0.1521,41.32,1.0000,41.32,35.0367,settle-win,1,Will the highest temperature in Wellington be 19°C on March 23?
