conditionId,city,entryTs,entryPrice,exitTs,exitPrice,shares,usdc,holdMin,pnl,score,status,title
0xdc15978604b5a53bfba64f0af42899db17bfafbabebecb22820299208c5ae73f,Manila,1776727858,0.9970,1776729037,0.9970,40.12,40.00,19.6,0.0000,0.9813,timeout-flat,Highest temperature in Manila on April 21?
0x747c1e2a8ee89b548c748ad8aadec8670fcc41745f325f64b93ce0652236fbbc,Seoul,1776728101,0.9975,1776729046,0.9975,40.10,40.00,15.8,0.0000,0.9604,timeout-flat,Highest temperature in Seoul on April 21?
0xdc15978604b5a53bfba64f0af42899db17bfafbabebecb22820299208c5ae73f,Manila,1776729037,0.9970,1776729915,0.9990,40.12,40.00,14.6,0.0802,0.9690,target-hit,Highest temperature in Manila on April 21?
0x747c1e2a8ee89b548c748ad8aadec8670fcc41745f325f64b93ce0652236fbbc,Seoul,1776731404,0.9975,1776731757,0.9990,40.10,40.00,5.9,0.0602,0.9914,target-hit,Highest temperature in Seoul on April 21?
0x34093e2fe7e704fc237ca2ac3a40ee2294393d3679ad6d966b2e22203246e1e9,Guangzhou,1776731756,0.9970,1776731817,0.9990,40.12,40.00,1.0,0.0802,0.9066,target-hit,Will the highest temperature in Guangzhou be 26°C or below on April 21?
0xaec7f999bfe86d9665c13ffe31047d93c4842fa216b89de25bbca7ae5dca2403,Manila,1776735645,0.9960,1776737143,0.9990,40.16,40.00,25.0,0.1205,0.9485,target-hit,Highest temperature in Manila on April 21?
0x550ab0f27128a26d7b1aed0586ffd8b765733567b4f4cfd567f5888aa1769c92,Karachi,1776742839,0.9955,1776743740,0.9955,40.18,40.00,15.0,0.0000,0.9485,timeout-flat,Highest temperature in Karachi on April 21?
0x550ab0f27128a26d7b1aed0586ffd8b765733567b4f4cfd567f5888aa1769c92,Karachi,1776743740,0.9955,1776744641,0.9955,40.18,40.00,15.0,0.0000,0.9485,timeout-flat,Highest temperature in Karachi on April 21?
0x550ab0f27128a26d7b1aed0586ffd8b765733567b4f4cfd567f5888aa1769c92,Karachi,1776744641,0.9955,1776745547,0.9990,40.18,40.00,15.1,0.1406,0.9485,target-hit,Highest temperature in Karachi on April 21?
0x34c1efe357d9d64702e8db606f1bb52a24476d493690beb6c63e04ee3d489007,Lucknow,1776751211,0.9975,1776751552,0.9990,40.10,40.00,5.7,0.0602,0.9895,target-hit,Highest temperature in Lucknow on April 21?
0x5574236f49bb9f55dc040a908fd1c34e2655d624800c5cecbfff4989d9b18aa1,Lucknow,1776762350,0.9980,1776763504,0.9980,40.08,40.00,19.2,0.0000,0.9777,timeout-flat,Highest temperature in Lucknow on April 21?
0x5574236f49bb9f55dc040a908fd1c34e2655d624800c5cecbfff4989d9b18aa1,Lucknow,1776763504,0.9980,1776764407,0.9980,40.08,40.00,15.1,0.0000,0.9777,timeout-flat,Highest temperature in Lucknow on April 21?
0x6b9428a5f4e8e40009d1a480e127cd1b9b4bdebc78015e6d4f8116339cdc6b9a,Chengdu,1776763807,0.9965,1776764725,0.9965,40.14,40.00,15.3,0.0000,0.9485,timeout-flat,Highest temperature in Chengdu on April 21?
0x5574236f49bb9f55dc040a908fd1c34e2655d624800c5cecbfff4989d9b18aa1,Lucknow,1776764407,0.9980,1776765331,0.9980,40.08,40.00,15.4,0.0000,0.9777,timeout-flat,Highest temperature in Lucknow on April 21?
0x6b9428a5f4e8e40009d1a480e127cd1b9b4bdebc78015e6d4f8116339cdc6b9a,Chengdu,1776764725,0.9975,1776765642,0.9975,40.10,40.00,15.3,0.0000,0.9604,timeout-flat,Highest temperature in Chengdu on April 21?
0x5574236f49bb9f55dc040a908fd1c34e2655d624800c5cecbfff4989d9b18aa1,Lucknow,1776765331,0.9980,1776765937,0.9990,40.08,40.00,10.1,0.0401,0.9777,target-hit,Highest temperature in Lucknow on April 21?
0x6b9428a5f4e8e40009d1a480e127cd1b9b4bdebc78015e6d4f8116339cdc6b9a,Chengdu,1776765642,0.9965,1776766824,0.9965,40.14,40.00,19.7,0.0000,0.9485,timeout-flat,Highest temperature in Chengdu on April 21?
0x328e6a3cbb4338ea7165eae981240b9d768660f7cd0c96f22d8b5cc47fc75173,Manila,1776765941,0.9965,1776767143,0.9965,40.14,40.00,20.0,0.0000,0.9333,timeout-flat,Highest temperature in Manila on April 21?
0x6b9428a5f4e8e40009d1a480e127cd1b9b4bdebc78015e6d4f8116339cdc6b9a,Chengdu,1776766824,0.9975,1776767724,0.9975,40.10,40.00,15.0,0.0000,0.9604,timeout-flat,Highest temperature in Chengdu on April 21?
0x328e6a3cbb4338ea7165eae981240b9d768660f7cd0c96f22d8b5cc47fc75173,Manila,1776767143,0.9965,1776768310,0.9965,40.14,40.00,19.4,0.0000,0.9485,timeout-flat,Highest temperature in Manila on April 21?
0x6b9428a5f4e8e40009d1a480e127cd1b9b4bdebc78015e6d4f8116339cdc6b9a,Chengdu,1776767724,0.9980,1776768900,0.9980,40.08,40.00,19.6,0.0000,0.9777,timeout-flat,Highest temperature in Chengdu on April 21?
0x328e6a3cbb4338ea7165eae981240b9d768660f7cd0c96f22d8b5cc47fc75173,Manila,1776768310,0.9960,1776769526,0.9960,40.16,40.00,20.3,0.0000,0.9583,timeout-flat,Highest temperature in Manila on April 21?
0x6b9428a5f4e8e40009d1a480e127cd1b9b4bdebc78015e6d4f8116339cdc6b9a,Chengdu,1776768900,0.9980,1776769824,0.9990,40.08,40.00,15.4,0.0401,0.9777,target-hit,Highest temperature in Chengdu on April 21?
