conditionId,side,city,entryTs,entryPrice,exitTs,exitPrice,shares,usdc,holdMin,pnl,status,title
0xf6e71adfad669bf9f910939b8678700347d3ef652182ca287e152c4b253a2147,NO,Guangzhou,1776572200,0.9600,1776573104,0.9600,41.67,40.00,15.1,0.0000,timeout-flat,Will the highest temperature in Guangzhou be 31°C on April 19?
0xf6e71adfad669bf9f910939b8678700347d3ef652182ca287e152c4b253a2147,NO,Guangzhou,1776573583,0.9815,1776574542,0.9815,40.75,40.00,16.0,0.0000,timeout-flat,Will the highest temperature in Guangzhou be 31°C on April 19?
0x71700f1c2a4b89cf553d1822f01bfc229062591044232ab91b13379a527ce98f,NO,Atlanta,1776574543,0.9950,1776574722,0.9990,40.20,40.00,3.0,0.1608,target-hit,Will the highest temperature in Atlanta be between 68-69°F on April 19?
0x8363220033355728093b85b4964e4aa75fad9726ae1e758ed4e9108b4723441b,NO,Jeddah,1776585726,0.9950,1776585948,0.9990,40.20,40.00,3.7,0.1608,target-hit,Will the highest temperature in Jeddah be 36°C on April 19?
0xeb6afd3111e4cf785e53629a8ccbe1539e2c82da69a8853c544b6bd200fbb550,NO,Lucknow,1776589328,0.9600,1776589607,0.9990,41.67,40.00,4.7,1.6250,target-hit,Will the highest temperature in Lucknow be 41°C on April 19?
0x4ca2c1cfbbbc64e5f707ccd46ca40651c265b6c4f8ffcb73ef7f3aa764635c8f,NO,Amsterdam,1776589377,0.9500,1776590324,0.9500,42.11,40.00,15.8,0.0000,timeout-flat,Will the highest temperature in Amsterdam be 12°C on April 19?
0x4ca2c1cfbbbc64e5f707ccd46ca40651c265b6c4f8ffcb73ef7f3aa764635c8f,NO,Amsterdam,1776592364,0.9960,1776592726,0.9990,40.16,40.00,6.0,0.1205,target-hit,Will the highest temperature in Amsterdam be 12°C on April 19?
0xd1a5d084e61642fc89f472c5630c86042587a9b18ca1de58540ca86712197083,NO,Jeddah,1776598486,0.9940,1776598844,0.9990,40.24,40.00,6.0,0.2012,target-hit,Will the highest temperature in Jeddah be 37°C on April 19?
0x73da5f7b70d64b846c4afbba1efce1c9cd13e5709239eabb3806060869366277,NO,Lagos,1776601066,0.9530,1776601968,0.9530,41.97,40.00,15.0,0.0000,timeout-flat,Will the highest temperature in Lagos be 31°C on April 19?
0x73da5f7b70d64b846c4afbba1efce1c9cd13e5709239eabb3806060869366277,NO,Lagos,1776603718,0.9565,1776604305,0.9990,41.82,40.00,9.8,1.7773,target-hit,Will the highest temperature in Lagos be 31°C on April 19?
0x682b3f760a0420f13ae792bd0c193f547436a87846d06aacac6b76862f87aaee,NO,Paris,1776603711,0.9520,1776604619,0.9520,42.02,40.00,15.1,0.0000,timeout-flat,Will the highest temperature in Paris be 16°C on April 19?
0x682b3f760a0420f13ae792bd0c193f547436a87846d06aacac6b76862f87aaee,NO,Paris,1776605382,0.9690,1776605620,0.9990,41.28,40.00,4.0,1.2384,target-hit,Will the highest temperature in Paris be 16°C on April 19?
0xff475bf23f2b2720655fe7b4722e88a3f8ee779726d1ca95ae4010faeacaa7a6,NO,Buenos Aires,1776607421,0.9650,1776608324,0.9650,41.45,40.00,15.1,0.0000,timeout-flat,Will the highest temperature in Buenos Aires be 24°C on April 19?
0xff475bf23f2b2720655fe7b4722e88a3f8ee779726d1ca95ae4010faeacaa7a6,NO,Buenos Aires,1776608447,0.9845,1776609348,0.9845,40.63,40.00,15.0,0.0000,timeout-flat,Will the highest temperature in Buenos Aires be 24°C on April 19?
0xff475bf23f2b2720655fe7b4722e88a3f8ee779726d1ca95ae4010faeacaa7a6,NO,Buenos Aires,1776609405,0.9850,1776610310,0.9850,40.61,40.00,15.1,0.0000,timeout-flat,Will the highest temperature in Buenos Aires be 24°C on April 19?
0x2b03fb26f5b494e8e7a1abf2c744cfc6c7988e778e5808dc47b60219dc0d045a,NO,Buenos Aires,1776610974,0.9950,1776611271,0.9990,40.20,40.00,5.0,0.1608,target-hit,Will the highest temperature in Buenos Aires be 25°C on April 19?
0x8b664c5e8c757dc3b5597c8cfb0e8de30c40456a5717d6d4bdc4cd9422732196,NO,Chengdu,1776613304,0.9600,1776614207,0.9600,41.67,40.00,15.1,0.0000,timeout-flat,Will the highest temperature in Chengdu be 21°C on April 20?
0x8b664c5e8c757dc3b5597c8cfb0e8de30c40456a5717d6d4bdc4cd9422732196,NO,Chengdu,1776614472,0.9850,1776614813,0.9990,40.61,40.00,5.7,0.5685,target-hit,Will the highest temperature in Chengdu be 21°C on April 20?
0x290169cef8f8d8edf8a3ddff492770fae8008d607d6153c4b450bd17ba71f28e,NO,Denver,1776632804,0.9950,1776632927,0.9990,40.20,40.00,2.0,0.1608,target-hit,Will the highest temperature in Denver be between 68-69°F on April 19?
0x00f28b11f287487fe03d796c8a9105cc7b16be835e530cdc82b5c422320a76a5,NO,Taipei,1776645400,0.9790,1776646302,0.9790,40.86,40.00,15.0,0.0000,timeout-flat,Will the highest temperature in Taipei be 29°C on April 20?
0x00f28b11f287487fe03d796c8a9105cc7b16be835e530cdc82b5c422320a76a5,NO,Taipei,1776647260,0.9930,1776648222,0.9930,40.28,40.00,16.0,0.0000,timeout-flat,Will the highest temperature in Taipei be 29°C on April 20?
0x26054f8f9dd759ebc2c657427a1306e17d668dedf505f09ff5b84697ed4d9137,NO,Taipei,1776650200,0.9500,1776650860,0.9990,42.11,40.00,11.0,2.0632,target-hit,Will the highest temperature in Taipei be 30°C on April 20?
0x8dc097c578993a3fe978efea2901022c63b671a86b58149c22f69df04625a69d,NO,Shenzhen,1776658181,0.9950,1776658720,0.9990,40.20,40.00,9.0,0.1608,target-hit,Will the highest temperature in Shenzhen be 29°C on April 20?
0x8dc097c578993a3fe978efea2901022c63b671a86b58149c22f69df04625a69d,NO,Shenzhen,1776659198,0.9960,1776660156,0.9960,40.16,40.00,16.0,0.0000,timeout-flat,Will the highest temperature in Shenzhen be 29°C on April 20?
0xf77a758015271f98edc4d1a8a3142cea3bdae34c921a13bfe78e37c579c85c08,NO,Beijing,1776664619,0.9550,1776665279,0.9990,41.88,40.00,11.0,1.8429,target-hit,Will the highest temperature in Beijing be 22°C on April 20?
0x91d2337116cfecd9c9486dbe408a6d97132efabd0787ccbf3c543490dbbfaf11,NO,Beijing,1776670314,0.9950,1776670614,0.9990,40.20,40.00,5.0,0.1608,target-hit,Will the highest temperature in Beijing be 23°C on April 20?
0x1735d39497d7e3f7e125eedee780fa8df177bcf54f7c7b0129d003d7411327f9,NO,Cape Town,1776677865,0.9950,1776678062,0.9990,40.20,40.00,3.3,0.1608,target-hit,Will the highest temperature in Cape Town be 16°C on April 20?
0x2f5a672899ef014586e11dd1167b1746eb9b4f95f3d425dd952c11d9152fed97,NO,Warsaw,1776684765,0.9965,1776684827,0.9990,40.14,40.00,1.0,0.1004,target-hit,Will the highest temperature in Warsaw be 12°C on April 20?
0x160b7c466beb95e5343dc6cce6935154a9f111b45cedd5357a48ea1d82ccd010,NO,Houston,1776704200,0.9950,1776704382,0.9990,40.20,40.00,3.0,0.1608,target-hit,Will the highest temperature in Houston be between 68-69°F on April 20?
0x7e27632e048b65fb6279dd8dc2f1736d9a44da0a08ef0f29c9390f88e3b4a065,NO,Toronto,1776722517,0.9950,1776722927,0.9990,40.20,40.00,6.8,0.1608,target-hit,Will the highest temperature in Toronto be 4°C on April 20?
0xa1701af12ae740a949cef8dd4b78a1cd20fec05920e38bb9e9250b79778f1447,NO,Jeddah,1776762113,0.9950,1776762460,0.9990,40.20,40.00,5.8,0.1608,target-hit,Will the highest temperature in Jeddah be 33°C on April 21?
