city,date,conditionId,bucketLoC,bucketHiC,kind,snapshotTs,obsMaxC,signedDist,bucketRel,side,entryPrice,noPrice,yesPrice,exitPrice,exitTs,exitReason,holdMin,shares,pnl,fresh,priorTicks
Amsterdam,2026-04-19,0x4ca2c1cfbbbc64e5f707ccd46ca40651c265b6c4f8ffcb73ef7f3aa764635c8f,12,12,exact,1776587399,12,0,contains,YES,0.06,0.97,0.06,0.001,1776592326,tape-ended,82,1666.67,-98.33,71,21
Taipei,2026-04-21,0x03b53b9ab623970605d6ae8030f9551138726c77a8c73936084000b2a572377e,28,28,exact,1776734099,28,0,contains,YES,0.05,0.97,0.05,0.001,1776738290,tape-ended,70,2000,-98,287,23
Taipei,2026-04-21,0xa6cb9f15a17b32b0e5fb77796e1db6ec1a8fc4004cf6803f3327fbd51ef5f7ea,29,29,exact,1776737699,30,-1,above_obs,NO,0.58,0.58,0.43,0.55,1776745178,timeout,125,172.41,-5.17,287,10
Taipei,2026-04-21,0x08b17fd42db306643fe8bb4831388906e3d675158d0d6b11706cc0d1f295efe0,30,30,exact,1776741299,31,-1,above_obs,NO,0.68,0.68,0.36,0.08,1776748976,timeout,128,147.06,-88.24,43,132
Taipei,2026-04-21,0x0e03af28a8b043ea085d16910f9640aeff2d4ea854b251f7591b4754601cd925,31,31,exact,1776743099,31,0,contains,YES,0.19,0.83,0.19,0.02,1776751302,timeout,137,526.32,-89.47,113,247
Tokyo,2026-03-28,0xc71f7ace530b95e576c368ac447944bfd93470bebfc5dbc0475fd3dcd2d7edde,15,15,exact,1774664999,15,0,contains,YES,0.07,0.9554,0.07,0.001,1774667045,tape-ended,34,1428.57,-98.57,80,35
Tokyo,2026-03-28,0x43958061a9f686dfe3fb9231d224e1abd34e065d99e613898bf413836d8d1549,16,16,exact,1774667699,16,0,contains,YES,0.1045,0.8993,0.1045,0.001,1774672745,tape-ended,84,956.88,-99.04,96,55
Lucknow,2026-04-18,0xd31267af8c88f7413bf882ee920d281bee28d81e0e868fd47dfda1a3887018cb,,39,or_below,1776472199,26,0,contains,YES,0.0337,0.961,0.0337,0.036,1776480964,timeout,146,2967.74,6.84,51,215
Buenos Aires,2026-04-16,0x4810c8fb93622de2e325e4c80ac5cfc2952201727f8f78693b7da7dd072beaff,22,22,exact,1776356999,22,0,contains,YES,0.18,0.762,0.18,0.001,1776363234,tape-ended,104,555.56,-99.44,3,45
Busan,2026-04-19,0xd9da380c4f31b289e5577002424ef8db9677058fb9a9628d9cad32353e4e8c62,21,21,exact,1776557699,21,0,contains,YES,0.1,0.9,0.1,0.0418,1776560514,tape-ended,47,1000,-58.18,243,20
Mexico City,2026-03-30,0x4c8bf60efe0f0dd3be8558d8df1d97dc149d592d5399fff5c43d0d832eb3129f,18,18,exact,1774874699,18,0,contains,YES,0.1527,0.85,0.1527,0.16,1774875636,tape-ended,16,655,4.8,57,20
Helsinki,2026-04-20,0x04653ad7a50416a430b2f2529933d35e5f031db27cc95c5cef7521bdfe2bebe7,12,12,exact,1776686399,12,0,contains,YES,0.2,0.83,0.2,0.01,1776693086,tape-ended,111,500,-95,209,202
Kuala Lumpur,2026-04-12,0x04ac233f20430b16e9ba78a2b3c911707bcfc37a02682028e7db61757b8b359b,31,31,exact,1775960999,31,0,contains,YES,0.12,0.91,0.12,0.11,1775968771,timeout,130,833.33,-8.36,34,69
Buenos Aires,2026-04-15,0xcc9a0ca45f228ea28b057a303893a6608872c42dcce6d228c657c06f6ba244e3,21,21,exact,1776257999,22,-1,above_obs,NO,0.9509,0.9509,0.042,0.995,1776265440,profit-take,124,105.16,4.63,35,8
Sao Paulo,2026-04-10,0x0ed19070a0adc3ea17fb767f81348080a604bbf762a9dcdc93544d9008b39d92,20,20,exact,1775801699,20,0,contains,YES,0.0439,0.96,0.0439,0.018,1775810831,timeout,152,2278.4,-58.99,40,220
Sao Paulo,2026-04-10,0x4eb316c7573292061a070fb718a5897a6c4f26939767f1807b83c51da5d3b3cd,21,21,exact,1775830499,21,0,contains,YES,0.18,0.8,0.18,0.9247,1775837747,timeout,121,555.56,413.74,16,66
Chengdu,2026-04-16,0x0fd95bac733b86463f8cadfe736c21ddd6fe1882a3faeda4a459c1a06a2b0e9c,23,23,exact,1776309299,23,0,contains,YES,0.0938,0.95,0.0938,0.0014,1776312166,tape-ended,48,1066.67,-98.54,97,230
Tel Aviv,2026-03-16,0x053dd413e1a08864c4da8635e54357d819baec38b60a5ef8bbcf358a0f8b9894,18,18,exact,1773650957,18,0,contains,YES,0.043,0.968,0.043,0.001,1773655577,tape-ended,77,2328,-97.67,38,10
Amsterdam,2026-04-20,0x3d6d0edc81872db8180de70eed930670780eacdf58ae330b0ff7151f45976be6,10,10,exact,1776679199,10,0,contains,YES,0.05,0.97,0.05,0.158,1776686424,timeout,120,2000,216,81,20
Chongqing,2026-04-22,0x2d3c8312ab8babbb8220bb5713b6e22094c06064e3e480b28ca2b07f58389d23,20,20,exact,1776831299,20,0,contains,YES,0.12,0.9,0.12,0.001,1776841040,timeout,162,833.33,-99.17,53,124
Chongqing,2026-04-22,0x58ea3bd9f2bf642a91b2f1a5c597488ec506ac836f25660c739669e837a04879,21,21,exact,1776841199,21,0,contains,YES,0.16,0.8533,0.16,0.01,1776841436,tape-ended,4,625,-93.75,9,175
Karachi,2026-04-15,0xb844a288d8323c4011e9e6adb2d1f3aee8cc05a4995d7a9df6dd1cba73543357,30,30,exact,1776234226,32,-2,above_obs,NO,0.8959,0.8959,0.2167,0.9896,1776238344,profit-take,69,111.62,10.46,270,6
Buenos Aires,2026-03-29,0xa8ec14da2014e74e063ff443320f93927fd288c51e96cef14fb4be537b265413,24,24,exact,1774790099,25,-1,above_obs,NO,0.951,0.951,0.049,0.98,1774791772,profit-take,28,105.15,3.05,5,88
Mexico City,2026-04-21,0xbbd89daeb97ed1bdbcd48aa316d43a3157ec25b24b890b6afa639d01d58b3d44,25,25,exact,1776797999,25,0,contains,YES,0.19,0.81,0.19,0.001,1776802020,tape-ended,67,526.32,-99.47,269,154
Cape Town,2026-04-17,0x3f735a9fa22ccc3e25d69a1a53063eb07b2bb144fc3bd874c0dd0d31fb27bbd9,15,15,exact,1776406499,15,0,contains,YES,0.17,0.86,0.17,0.001,1776416100,timeout,160,588.24,-99.41,225,51
Seoul,2026-04-04,0xcb2a64d3d5d9314107a44ffd4d51548ce73dcbf79f9ee7b9490fd742c0fb4e76,14,14,exact,1775264399,14,0,contains,YES,0.0217,0.96,0.0217,0.001,1775266101,tape-ended,28,4606.2,-95.39,50,205
Houston,2026-04-17,0xbc202201e3401b136bd54a7ad11d58dea916fd5756f672c4460136661138fde0,,26.111,or_below,1776401099,25.56,0,contains,YES,0.0348,0.965,0.0348,0.012,1776416586,timeout,258,2870.37,-65.56,215,205
Beijing,2026-04-20,0xf77a758015271f98edc4d1a8a3142cea3bdae34c921a13bfe78e37c579c85c08,22,22,exact,1776663899,22,0,contains,YES,0.185,0.6,0.185,0.01,1776664958,tape-ended,18,540.61,-94.59,37,166
Seoul,2026-04-17,0x06587611533b2de810403e1727e0650e21af1cba4f4c19f8447adad560134c9f,15,15,exact,1776388499,15,0,contains,YES,0.0757,0.936,0.0757,0.001,1776394762,tape-ended,104,1321,-98.68,17,125
Seoul,2026-04-17,0x6eb13e20aee8bf984108f1424160e97a012fb306a9f896940cfa2d87196aed0b,17,17,exact,1776400199,17,0,contains,YES,0.18,0.7923,0.18,0.98,1776404694,profit-take,75,555.56,444.44,17,82
Jakarta,2026-04-20,0x4c9fb23cf9132089c274c6f6cdf3b0ec3e95c22b86878782e055e96a004dd908,32,32,exact,1776657599,32,0,contains,YES,0.2,0.92,0.2,0.001,1776662000,tape-ended,73,500,-99.5,7,146
Guangzhou,2026-04-22,0xa17f561b0678959487ea528f607029c2e10a92150e4e5fd8ed920cec26ecb04b,29,29,exact,1776825899,29,0,contains,YES,0.0396,0.969,0.0396,0.0309,1776826178,tape-ended,5,2525.6,-22.01,161,83
Lagos,2026-04-18,0xd097aff66958fd6f515d3f86722f730e8b2ff0a168035d9b5ef2ee9c87222bdd,34,34,exact,1776514499,34,0,contains,YES,0.0449,0.97,0.0449,0.11,1776521722,timeout,120,2226.43,144.91,229,77
Lagos,2026-04-18,0x5d85c0aaa5fc105ccf8b5316b764edbde2ffc4632f4a4cd0fe6717e380ea5165,33,33,exact,1776518099,34,-1,above_obs,NO,0.9544,0.9544,0.0648,0.84,1776525372,timeout,121,104.77,-11.99,165,135
Lagos,2026-04-18,0x455de2b8f678119b2dabbbd7e3ec412af3a370f22b730e4cc445d470b159c5a0,32,32,exact,1776525299,34,-2,above_obs,NO,0.7301,0.7301,0.26,0.98,1776530684,profit-take,90,136.96,34.22,157,10
Toronto,2026-03-20,0xa9585a4e964cd186a3817422dcb2faa1673d78672e5518af09685072c857f55c,3,3,exact,1774026899,4,-1,above_obs,NO,0.932,0.932,0.087,0.986,1774030721,profit-take,64,107.3,5.79,180,56
Moscow,2026-04-21,0x077388268b635c6dd8cf4ccd47a63d29b54b40bb8eb58f91ccfaee11b72cc7b6,7,7,exact,1776765599,8,-1,above_obs,NO,0.81,0.81,0.19,0.88,1776772822,timeout,120,123.46,8.64,245,187
Moscow,2026-04-21,0xba0b4072c11dd6bf14b5fd4bded98ac35ff8ababd5e182f2cc271bcedc0c565d,9,9,exact,1776777299,9,0,contains,YES,0.17,0.84,0.17,0.988,1776782046,profit-take,79,588.24,481.18,15,178
Jakarta,2026-04-21,0x0781c97d4e851785a1c5c91656d9efc9305a7cf637256d475f54d1a649142e7e,32,32,exact,1776741299,32,0,contains,YES,0.07,0.95,0.07,0.001,1776745244,tape-ended,66,1428.57,-98.57,179,135
Mexico City,2026-04-19,0x0e5bec9a1ee2959c468911f30562b4c6146b08c1210a270b2826b17e460783b9,26,26,exact,1776558599,27,-1,above_obs,NO,0.66,0.66,0.37,0.68,1776568656,timeout,168,151.52,3.03,11,172
Mexico City,2026-04-19,0x75768fb6603e423ab19d9b8a0cbd052b2397f6adb59a9b74778323c496b9894b,25,25,exact,1776558599,27,-2,above_obs,NO,0.83,0.83,0.2,0.7838,1776568006,timeout,157,120.48,-5.56,167,161
Mexico City,2026-04-19,0xee83af75197e38b3a8ef4c0d3f02b6492008594d6faab0bfe40631cce85b252e,27,27,exact,1776561299,27,0,contains,YES,0.1572,0.8,0.1572,0.16,1776578476,timeout,286,635.99,1.76,171,125
Tokyo,2026-04-06,0xc8ccc05dcb042dd4b6830275d67bdc53c00d5f8a772a6019097b7879dffb2be0,21,21,exact,1775447099,21,0,contains,YES,0.1184,0.88,0.1184,0.001,1775450885,tape-ended,63,844.36,-99.16,42,79
Lagos,2026-04-20,0x08147c21a39169df6cc80a87312aa3ca37c45352089af661c1db6c78a62f96c3,,28,or_below,1776680999,27,0,contains,YES,0.059,0.941,0.059,0.0516,1776688426,timeout,124,1694.92,-12.5,3,153
Guangzhou,2026-04-16,0x833f128e36c4d1c6d3924aefeaa3e7da5f86ab25009196da69f11bc943848134,,29,or_below,1776302099,28,0,contains,YES,0.04,0.94,0.04,0.01,1776308788,tape-ended,111,2500,-75,29,29
Panama City,2026-04-11,0xd044b3a1849327a7347222f2fc004af2647f7e69ee206e8babcce6c87369ce65,29,29,exact,1775924999,29,0,contains,YES,0.1164,0.863,0.1164,0.102,1775926825,tape-ended,30,859.17,-12.36,272,76
Chongqing,2026-04-18,0x8844e10d30a79f071b2218102afa5244dd1e5b4defdc307521f843959f884508,29,29,exact,1776493799,29,0,contains,YES,0.1418,0.84,0.1418,0.001,1776501826,timeout,134,705.13,-99.29,117,175
Taipei,2026-04-17,0x4d7d8f1b31d740dca295c6eca41a8af3b08e1f8dc17908ffe20acf3456919f81,27,27,exact,1776390299,27,0,contains,YES,0.121,0.94,0.121,0.001,1776393138,tape-ended,47,826.21,-99.17,13,36
Lagos,2026-04-22,0x08c1202fb5b759518c939f3ce71c3d9079d8f0161d5f635381e194f20ff24557,,29,or_below,1776819599,27,0,contains,YES,0.036,0.962,0.036,0.083,1776828440,timeout,147,2777.78,130.56,47,174
Lagos,2026-04-22,0x164461f4ace853eeaa5919c8d2f2c7cf7ddc0926813a9ecea824f04b3627b69c,32,32,exact,1776852899,33,-1,above_obs,NO,0.9445,0.9445,0.01,0.999,1776854072,profit-take,20,105.88,5.77,83,115
Lagos,2026-04-16,0x84e5de56c51c16698acb0d6d279ebf0d05efc119dded423a569455139627453c,,28,or_below,1776335399,25,0,contains,YES,0.184,0.897,0.184,0.001,1776342154,tape-ended,113,543.48,-99.46,207,56
Lagos,2026-04-16,0x6f91f05e64c0a2557c3cf7e8f0b32bc3fa31988be544d73dbe79455889d353f0,30,30,exact,1776345299,30,0,contains,YES,0.0958,0.912,0.0958,0.001,1776348642,tape-ended,56,1043.49,-98.96,239,22
Panama City,2026-04-17,0x08e199cdf3c2b4aa859171a1cfd03b823085e9c9c4b38c26f662f371f0cecb38,33,33,exact,1776448799,34,-1,above_obs,NO,0.67,0.67,0.3,0.0396,1776456528,timeout,129,149.25,-94.09,1,120
Panama City,2026-04-17,0x3e82c2199322d7d31b9f5950612d037a08782b0d96e59a60e129536f95369a95,34,34,exact,1776453299,34,0,contains,YES,0.03,0.96,0.03,0.07,1776458974,tape-ended,95,3333.33,133.33,87,38
Singapore,2026-04-15,0x1f48ca87e7709408ef8dd806edab185a59aac6a8621b6f0d9e64bf7cfcbab9df,30,30,exact,1776230999,30,0,contains,YES,0.19,0.82,0.19,0.001,1776235680,tape-ended,78,526.32,-99.47,79,186
Helsinki,2026-04-19,0x0960f0a34a570b9aa1c5c0348f0fc1605ca235655a7158bb3e35558ce9a22d65,9,9,exact,1776594599,9,0,contains,YES,0.19,0.74,0.19,0.43,1776601962,timeout,123,526.32,126.32,33,247
Singapore,2026-03-25,0x637de0bb760f7275334e71c88259836331c314981d7f5d80686f3ba5e882b58c,32,32,exact,1774412999,32,0,contains,YES,0.12,0.8449,0.12,0.16,1774420205,timeout,120,833.33,33.33,10,50
Helsinki,2026-04-13,0x5e9f83e58b42307e868f3c0e6f51d4e24a63f0847300508b083972dfd22a5933,11,11,exact,1776067199,11,0,contains,YES,0.058,0.943,0.058,0.001,1776076461,timeout,154,1724.14,-98.28,238,52
Buenos Aires,2026-03-30,0x353eb6fc683812aaada244f3d20edfbed7bf5093eed505b56782a5e43d7a7ee5,,26,or_below,1774831499,23,0,contains,YES,0.066,0.948,0.066,0.0599,1774839478,timeout,133,1515.15,-9.2,57,130
Hong Kong,2026-03-28,0xbef34386141a8a21ad130ce82019be7e6bd72199a0ab6607128fece7859ae1f9,25,25,exact,1774659599,26,-1,above_obs,NO,0.91,0.91,0.11,0.98,1774665783,profit-take,103,109.89,7.69,70,210
Hong Kong,2026-03-28,0x3ab97722f8208a33555a7fa918cb1aea0816138cfabe23a0de063c31c8c87e4a,26,26,exact,1774666799,28,-2,above_obs,NO,0.71,0.71,,0.12,1774674005,timeout,120,140.85,-83.1,104,1
Amsterdam,2026-04-21,0x699fb38e392be725d6a97d4e5ab4253c16e2e761a782ffb4fb5bd8619b525e41,13,13,exact,1776774599,13,0,contains,YES,0.07,0.938,0.07,0.001,1776779466,tape-ended,81,1428.57,-98.57,17,20
Seoul,2026-04-05,0xa32f55ade349f31127e81e865be70316e8fa2f5ce5886aa0dd34d63e0fa21047,10,10,exact,1775357999,10,0,contains,YES,0.061,0.92,0.061,0.001,1775368403,timeout,173,1639.35,-98.36,228,242
Seoul,2026-04-05,0xd9b8ba7d2280021f31fd1cd8c1f02e5dd288ec4dfde26bda12d0db7d1dcb4183,11,11,exact,1775360699,11,0,contains,YES,0.097,0.86,0.097,0.5,1775367947,timeout,121,1030.93,415.46,26,94
Tel Aviv,2026-03-28,0xec6239310f31982275fd54931dbd766ec9881a70c5292f2bb6b1844cb80a7b18,23,23,exact,1774691099,23,0,contains,YES,0.1,0.91,0.1,0.001,1774692021,tape-ended,15,1000,-99,82,218
Amsterdam,2026-04-11,0x620546673dc34f996f12dc91edda7f5ac3f178399738718e278d65297f0192de,15,15,exact,1775906999,15,0,contains,YES,0.152,0.848,0.152,0.001,1775912781,tape-ended,96,657.89,-99.34,44,48
Tokyo,2026-04-03,0x0b8e1d5efbf87e51776f092385dfd100ee2f8f3766e3af2e41b018485deaca95,18,18,exact,1775180699,18,0,contains,YES,0.2,0.7667,0.2,0.001,1775185539,tape-ended,81,500,-99.5,40,87
Seoul,2026-03-12,0xcdd71acd44b484172f14bcec22f96e5b2af9ecb98fcfea5f4aaf1236033699bc,9,9,exact,1773285457,9,0,contains,YES,0.024,0.96,0.024,0.001,1773288401,tape-ended,49,4166.67,-95.83,8,237
Seoul,2026-03-12,0xcf54feb04b8d3acd234093eae6a4ae69658c86b3277d3cb8465208018698ab2c,10,10,exact,1773286357,10,0,contains,YES,0.11,0.89,0.11,0.001,1773291209,tape-ended,81,909.09,-99.09,8,247
Tel Aviv,2026-04-16,0xb75d2840abfb09ec67969c2dde322d9b6a6f475d19c4bacb302af25b730e30f3,34,34,exact,1776329099,34,0,contains,YES,0.127,0.9068,0.127,0.001,1776333152,tape-ended,68,787.4,-99.21,3,79
Tokyo,2026-04-15,0xda2d5a475f0b18d4e599d0e4c1a1a68adfcd7466780ff8d04833c6f599eca0a1,19,19,exact,1776217499,19,0,contains,YES,0.1015,0.909,0.1015,0.001,1776223952,tape-ended,108,985.6,-99.01,71,31
Amsterdam,2026-04-18,0xb0f21a35f45c7c84a545c12862c3bb52fdb55b0d300323830c104ca2d205ba27,13,13,exact,1776497399,13,0,contains,YES,0.1,0.96,0.1,0.001,1776499524,tape-ended,35,1000,-99,7,16
Jeddah,2026-04-20,0x9b0168a83f71019832fe9b7a966399af53eeb4bf547c3cd13686e795e1141586,33,33,exact,1776672899,33,0,contains,YES,0.03,0.967,0.03,0.667,1776680128,timeout,120,3333.33,2123.33,271,197
Kuala Lumpur,2026-04-18,0xcfda381989a03dc285ee7278d23c4790aa4327cdfc77037106cb227e7621024d,31,31,exact,1776480299,31,0,contains,YES,0.17,0.9033,0.17,0.001,1776487692,timeout,123,588.24,-99.41,81,72
Jakarta,2026-04-13,0x3179cacb56c0c420051c17c3f322eed001b6286039c51d17232fe8b5dbe4343d,32,32,exact,1776053699,32,0,contains,YES,0.03,0.94,0.03,0.001,1776065119,timeout,190,3333.33,-96.67,62,150
Tokyo,2026-04-20,0x72aa4ac5b489afebe3d076a259079a42e89ba7a36cd7b4eddf257b00031ed6bd,22,22,exact,1776656699,22,0,contains,YES,0.18,0.8615,0.18,0.95,1776663920,timeout,120,555.56,427.78,71,10
Toronto,2026-04-17,0x88617d500f26db94ab3099583cf5475e5ad91783e6a8db7963e0cb114a03a2db,16,16,exact,1776442499,17,-1,above_obs,NO,0.85,0.85,0.2,0.6755,1776450214,timeout,129,117.65,-20.53,141,5
